,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,MFCC_45,MFCC_46,MFCC_47,MFCC_48,MFCC_49,MFCC_50,Label
327,-174.22433,109.53663,-42.079433,19.666927,-17.68365,-1.4834168,-21.740517,-3.0998416,-17.652618,0.18536344,-14.698875,4.981124,-12.455246,1.8063275,-6.9533076,1.2394217,-5.433936,-7.2823534,-5.2565727,-2.1416602,-6.0245914,-3.5816298,-1.3849065,-1.1596878,3.1325467,1.8302792,5.8913736,2.4769833,3.171968,5.9498496,7.2478065,4.9285793,4.5809026,3.0249007,3.1206048,1.5816388,2.1346583,2.2124164,3.1695104,2.0900455,0.30414057,-2.1642745,-1.1878272,-1.9931397,-0.31786224,-0.9177173,-0.57923913,-1.0657241,0.38366508,0.75943637,exc
328,-233.96155,109.99881,-36.00931,15.4203205,-12.406866,-2.4649458,-12.579933,-2.0904145,-4.6606917,-1.3894325,-3.3022373,4.461553,-1.3116046,8.038688,-1.2901379,-4.3521423,-8.3554945,-5.157501,-2.6658409,-1.5483304,-0.4597018,-5.744805,0.54206866,-0.47197622,2.4230204,0.77367,3.8269455,2.9364076,-0.51584214,0.4806279,1.7765738,0.12643337,1.3100024,-0.6388227,0.3851272,0.9396197,1.3551062,2.2680428,2.2422662,4.2170935,1.4099146,0.65525484,1.8867584,0.34451386,0.22266541,0.20615758,-0.15808204,0.5988258,0.72478634,1.3023033,exc
329,-218.03886,103.031,-29.853003,25.924688,-11.300106,-4.860207,-21.130146,-10.703123,-10.621762,-3.233677,-5.4192176,3.554689,-2.5577977,6.453423,0.97274065,-1.2780325,-6.981268,-8.01368,-0.17848243,-3.0657547,-6.502389,-6.727034,-0.13307433,0.45078853,4.1146855,2.3073525,6.6736283,4.2645216,0.33432463,3.4588494,2.061335,2.597365,1.6850443,2.316231,2.5583692,1.399089,3.5814178,2.7145693,3.3922224,2.0676298,1.5535067,-0.37163717,-0.61267346,-1.6503417,-0.5137544,1.6817923,-1.0328221,-1.0299902,0.44714218,1.8146712,exc
330,-251.38191,118.62836,-41.337753,35.853657,-19.828726,3.5739496,-17.724722,5.9908195,-8.253087,6.4303646,-7.4876056,3.6281533,-13.343458,5.986387,-8.488292,-0.5255987,-1.7305703,-5.691305,-5.3035555,-2.2853389,-4.55842,-7.280486,-0.67324394,-3.641914,-1.7481202,-2.2340214,-0.25111628,0.9365296,-1.0348208,2.650561,4.147782,0.94051546,2.5669403,2.729918,6.5523777,4.5816326,4.019978,2.027006,2.6412675,3.693591,1.2930558,-1.5940161,-0.447282,-3.783324,-0.0714987,0.10776252,0.12078418,1.5650283,2.5378294,1.0423187,exc
331,-322.25372,124.351776,-14.200508,27.514511,-8.212491,5.641943,-10.33636,-0.5940783,-9.015315,-4.79094,-7.9970956,2.3757505,-6.552907,-0.8273224,-4.536695,-2.4207108,0.6009701,-4.0916524,-2.6614704,-0.41150782,-3.6962063,-3.4145243,5.190685,1.1563044,2.5443606,0.8619416,1.4680185,2.2659667,1.1261944,3.9636724,3.6807005,4.0039897,3.7734957,0.90816003,3.597282,2.9472363,1.8744161,0.82254905,0.9658253,1.946511,0.09542338,-0.41973644,-0.6121136,-1.6752409,1.9654816,3.7268624,2.3919742,2.208499,3.6484156,2.4413242,exc
336,-269.24838,103.30773,-24.111876,35.948414,-8.938862,2.758694,-20.2812,-8.415039,-4.3366218,3.0396898,-4.88503,2.887026,-4.6148157,-3.9615622,-7.590493,2.487286,-5.328869,-1.8643764,2.5432441,-2.4772038,-3.8428998,-5.00485,0.8001429,0.84166235,3.7450864,4.295454,8.41894,5.17328,2.691832,0.11356306,2.3794422,-0.17250402,0.055998173,0.21278225,1.4085139,1.5103471,0.403073,0.4599154,2.7589018,3.292118,-1.5070907,-0.85027903,-0.81214404,-1.7314771,1.8599442,0.9252214,-0.6658421,-0.19489984,1.2105943,1.6618019,exc
337,-231.11264,104.36082,-29.299484,31.811535,-13.757824,2.6624603,-17.56846,-6.0192776,-10.826943,3.4606392,-7.096358,5.139599,-13.240282,2.5079913,-7.106287,-0.93436486,-1.6754224,-2.4805207,-3.0995116,-2.0069606,-3.27219,-5.6140084,1.195393,-3.4726293,-0.5401858,-2.2135055,0.6364153,-0.18748005,-0.4228984,1.1969309,4.1392946,2.4925334,3.2912886,2.543376,2.3292496,0.4759823,0.5872597,0.45732653,2.5889008,2.008427,1.3092899,1.5020256,1.4891626,0.38597032,0.8947642,0.7219909,0.8787396,1.1242613,1.8421625,1.8478823,exc
339,-357.41702,125.51072,-7.3573694,42.9281,-10.190294,7.2484207,-16.11935,4.845183,-13.061644,7.122335,-6.716881,8.694618,-5.6656113,1.6091614,-5.0011587,-4.428471,-8.436264,-7.2656684,0.86987704,2.216356,-2.175,-10.168088,0.026104042,-7.807038,-6.654225,-4.0435476,0.7356676,6.307687,6.591964,14.706694,12.799639,8.656205,7.689078,2.0370772,7.901297,5.5831494,5.2370324,0.48654535,0.594205,1.4400674,-1.1459213,1.903606,-0.5349869,-2.4067292,0.11006296,-0.877004,-2.9702182,-3.5384192,-0.6133209,-1.4466623,exc
377,-345.37857,128.90533,-22.44996,28.566101,-13.730331,8.909274,-18.064636,7.4271755,-2.169586,0.75884193,-11.981727,4.4406996,-5.4456935,2.0726857,-3.6511347,5.140842,-2.9456005,-3.0207071,-1.2519002,-1.6089615,2.7004185,3.6007605,1.7266786,2.1777189,1.4134915,2.1435847,2.2799497,4.9153695,3.2093637,0.5602326,2.117558,1.9198195,-0.7652017,-2.1492374,2.3122134,2.0751376,0.6611812,-4.3566756,-1.5249481,-0.65113086,0.1581782,-0.77818197,0.81159675,-0.29199022,-0.11621558,0.45670438,2.8865669,-0.0736211,-0.731781,-1.6333721,ang
379,-190.99373,90.50975,-46.4172,22.88204,-18.453115,-0.34975514,-30.549437,-5.4948516,-10.463246,-0.5299531,-12.163075,5.518647,-6.017081,3.0050101,-3.0630567,10.368626,-2.9845223,6.0657434,-0.8627846,-0.98742837,0.9855498,1.0549884,-0.48240164,-0.6953134,2.64407,1.5786486,2.8061328,3.1952982,2.602653,2.7567425,2.2777243,0.5455968,1.3246582,-1.6513857,3.0645266,1.361354,0.6185956,-1.0814583,0.57971436,-2.0602977,-1.4785035,-3.323749,0.10881018,-1.5093704,-0.42956287,2.0822015,1.6435729,0.119030744,-0.81456107,0.06556688,ang
380,-197.39723,113.138084,-44.285366,20.018251,-20.984331,1.3965114,-22.104717,-8.222236,-7.3135242,-3.5377035,-9.769479,-1.9938954,-9.036533,2.2410247,-12.42959,1.3142182,-7.5676117,-3.8895113,-4.621202,-2.7073247,-3.4892044,0.54166627,0.6432074,2.4483948,5.3868794,1.4811509,2.7314024,0.24895272,1.6285709,7.1814733,6.6413937,4.1993713,2.4912157,-0.43208894,3.4653268,0.52790093,0.38697788,-1.3567933,-0.2650261,0.80811274,-2.0727584,-1.3919091,-0.06910935,-0.6299601,1.661448,0.5344595,0.54847544,0.4203389,-0.79719293,-0.88788694,ang
383,-247.62234,104.93416,-26.217863,17.948442,-14.77544,3.357155,-18.580744,-7.1717515,-7.194983,-6.2034235,-6.563637,-2.1278474,-5.2245216,3.032969,-9.447558,3.4449375,-2.6069856,-0.062186047,-0.25151312,1.3229523,-0.6243721,1.7383493,-0.1432014,1.5432608,3.9691741,0.89049727,2.1003656,2.806882,4.8763866,2.75002,1.656033,1.7945702,2.274561,0.95294845,1.3903661,0.13906461,2.8504317,0.12847479,-1.2228935,-0.76975113,0.58546066,-0.30649027,-0.07417123,0.8950616,1.5041286,0.35309425,0.77761996,0.25886908,0.830977,-1.2319714,ang
384,-296.1448,91.14469,-20.679613,28.435583,-10.899287,6.5514226,-18.909658,6.4185176,-5.603948,3.7395706,-5.235719,2.4137251,-1.7280899,3.007604,-6.3950486,2.2684839,-4.442446,-2.897959,-1.1120238,-3.830714,-2.1896837,-0.04940055,0.48810184,1.8254324,3.500511,5.0774417,6.9108024,4.6622167,3.893302,-0.07952928,2.7304602,1.4807147,2.632435,0.8373551,-0.15190236,-0.37623188,0.15282251,-1.2210784,-1.1432623,-0.9662864,-1.2368284,-0.54366124,0.56056345,-0.24190505,-0.731152,-0.47539756,1.0533303,0.08266451,1.3664945,1.4286637,ang
406,-285.4123,116.27317,-18.220694,30.30995,-7.918723,5.104121,-18.192694,-4.614576,-9.1687355,4.2215323,-5.884596,1.0249013,-7.3513055,4.959685,-8.880447,-2.554444,0.24356799,-3.0377076,-2.5714643,-3.7298877,-5.5559654,-3.114891,-3.2592626,-4.1016817,0.8739736,-1.6739594,1.0420051,0.5611584,3.6100435,1.7646964,2.6165392,4.6924534,5.333497,2.7563531,2.7933166,1.0288495,2.547581,1.2713805,3.0111554,4.2218037,2.5870864,2.7042542,2.7098835,2.0425017,0.6621593,0.18158308,-0.12554418,-1.0720007,0.41322264,0.70198417,ang
434,-385.13184,120.57048,-13.138221,27.474773,6.4045186,5.552694,-9.329291,6.194584,7.012083,-2.9975214,4.413239,1.167307,0.8515265,7.3020153,-3.3004541,2.7924492,-0.92173696,-3.9932735,-1.5828445,-0.020942345,1.01126,-1.2418805,-0.051091146,0.7844766,0.31770197,-3.043908,0.53868735,4.025414,3.4389527,3.955107,4.577323,3.2824244,0.79080385,-2.6833444,-0.17534405,1.6343267,-0.9880503,-5.249441,-3.2527814,-0.976719,-0.7050823,3.831963,4.4249,0.076231524,-2.1632345,2.305498,4.0996485,2.7775626,3.2290668,-0.66940993,ang
435,-389.97006,141.04861,-19.250628,35.247902,-12.700607,12.717435,-23.769041,15.376865,-4.3437476,12.601505,-6.964719,4.7549806,-3.5317554,5.6825824,-5.8121295,0.49169892,-0.16679369,-4.105074,0.08416338,-2.8834674,1.1933703,-3.2073975,-1.4532083,-0.36200368,0.3668037,-2.2850146,1.097301,2.6833205,4.291027,-0.050013408,0.17043105,-0.6709996,0.49544144,-0.25185823,1.8906678,1.8164893,1.243523,-2.6932597,-1.3362917,1.1193825,1.1118447,0.36305684,0.47032666,-0.050903294,0.46884042,3.5249937,5.418036,3.687856,1.681823,-0.0525332,ang
436,-304.43063,105.90989,-15.376977,18.992474,-14.765049,7.408904,-15.376257,-3.8197412,-0.9021475,-4.0185704,-3.9093554,0.7236828,-2.67345,1.1737257,-6.0897894,8.3401575,2.188606,-2.4657447,-7.146915,-1.268868,-0.94519514,0.17772198,0.45826828,-2.8529906,3.2543983,-0.07853584,4.528894,6.0423603,6.4938893,6.595998,4.3412457,2.7784722,2.7853062,-0.63377315,2.9181805,3.9166317,1.6804678,-2.031721,-0.98560756,0.27688727,-2.395707,-2.0923228,0.11841053,-0.15389508,-1.1636454,0.10793374,-0.45336634,0.87262297,0.10848901,-1.7785461,ang
437,-219.8702,67.84808,-24.315363,14.616057,-16.892115,5.3098297,-19.378157,-4.241811,-5.8149495,0.1825614,-7.2650375,3.3468142,-8.119457,-1.0308872,-3.6799514,11.77802,0.8687249,2.199965,3.288521,1.7188103,-0.76075345,2.206916,0.04969878,-2.9619327,0.9953598,-2.9264174,1.6567256,3.372136,2.3343744,3.6723678,2.9921553,0.9443891,2.7956161,2.161107,3.7824929,-0.05093185,1.3816159,-0.16686152,-0.9331249,-0.7310351,-0.095961355,-1.7512392,0.5644649,0.7088004,-1.527281,0.24175644,2.7597382,2.6491356,-0.18573885,-0.20876639,ang
438,-205.57253,79.09902,-20.294695,25.853657,-21.956488,7.4921293,-16.994816,-9.087531,-13.763534,-2.447561,-8.4706135,-0.63447523,-5.311154,-1.2151139,-11.574922,0.6047464,-4.969846,-0.7436706,0.23439531,-1.0935931,-0.2844679,-0.9797179,-1.4231521,1.0106477,2.900427,1.5824583,4.6959076,5.070035,2.645966,3.0723302,5.6409264,2.531636,2.952322,1.7274915,3.0783088,1.4231471,3.9870658,1.2390168,-0.8172781,-1.3527715,-0.009359209,-0.45860046,-0.12369806,0.35809714,-0.8160363,-1.3118651,1.3594688,0.7530284,-0.538438,-0.9867646,ang
439,-211.39049,77.95262,-30.478064,16.986357,-17.290102,2.1126957,-12.973485,-8.514645,-7.7779956,0.11043596,-6.5031347,-0.81226844,-5.973576,2.1541812,-9.915358,4.7718735,-0.004057842,-1.1361222,0.31137085,-0.2228917,1.1945002,1.8735735,3.918598,4.5495105,3.6152272,1.3785417,4.472747,4.810499,4.2187133,1.6190858,3.513755,0.17413665,1.1600507,0.7097899,1.6356393,-1.1243447,-1.153819,-0.7897817,-1.4751015,-2.2579644,-1.6141678,-1.5112028,0.04339056,-0.82361096,-1.876175,0.18373692,2.6625032,0.9235992,0.10410922,-0.18849212,ang
440,-351.0162,117.01274,-11.981699,28.01062,-0.17537248,8.490267,-14.273599,0.8473094,0.87103206,3.0952268,-5.0975637,-0.800749,-1.5489233,0.29402083,-3.141252,1.6547925,-1.416424,-3.3740795,-3.3378344,-1.4120626,-1.9528804,-2.2630486,-0.5827826,-1.3085916,-1.4959006,-3.1197336,1.5490901,3.8285785,4.3240066,1.3341433,2.3837605,0.89679617,1.2960141,1.0588368,3.5464275,5.628164,3.9976895,0.53277916,0.5598868,1.738998,1.1231649,1.5169669,2.4617214,1.0235275,-0.37424323,2.0230463,1.2953483,-0.29257694,-0.11379319,-2.3219168,ang
441,-251.40187,96.20399,-23.120974,21.510355,-7.6160073,3.481338,-14.043776,-3.1717868,-8.81982,-3.8340352,-4.1875596,-2.3272653,-2.2053995,-0.06249324,-8.86764,2.9630768,-1.5554937,-2.9133177,-0.27217326,0.627186,-2.3622725,0.63224,1.7637323,3.1117706,1.9184526,-1.1645535,4.357847,3.2310207,1.9610643,1.400052,1.4529284,2.2071586,0.6920559,1.4020485,4.3058662,1.8611319,1.1169908,-0.7706701,0.9435196,-0.184439,0.78967047,1.6079135,1.3160529,-0.59175223,0.3706365,1.1480906,1.6702952,1.0084383,0.84462863,0.17433627,ang
442,-345.45624,105.15261,-7.515672,17.835701,-1.1839641,10.735607,-10.218038,3.0044148,-3.404858,4.6897197,-0.1837562,3.578555,1.0824132,2.1668134,-4.801481,1.3750728,-0.9480518,-3.9202094,-2.0482323,0.41619745,0.4211121,-2.3768792,-1.4961605,1.991753,-0.59572566,0.044745732,5.3454185,3.1299856,5.935973,3.043176,0.9261387,0.17357074,-1.3268584,-0.79935896,2.8913891,3.2075925,1.6724057,-1.7297288,-1.4009066,-0.59605587,-0.5436762,0.31013408,1.8420005,1.8026676,0.9159564,4.046595,4.703712,3.4319086,2.294072,0.022467319,ang
443,-142.05725,76.06137,-44.233208,19.53083,-23.349012,2.1928868,-19.006783,-8.284279,-10.597584,-3.030771,-6.415517,-1.8165656,-9.207144,-1.1211969,-13.827564,4.599019,-1.5863947,-0.4592618,1.2333473,1.7828872,3.438418,4.9710064,5.285773,4.384983,3.0035272,1.5448023,2.6261978,2.419169,5.6832476,3.3885608,5.8002334,-0.0108811045,2.023465,0.70590943,2.1290035,-1.9320636,-1.519059,-0.80253357,-0.82386065,-1.1357676,-1.5031649,-0.64410675,-0.79730994,0.010722095,1.7016068,1.3836519,0.75340927,1.1657952,0.72423476,0.21601413,ang
444,-109.76565,76.73769,-45.93773,25.255285,-36.997467,0.02056489,-18.807941,-10.1821575,-14.488342,-1.6634665,-10.763655,-1.4948266,-12.855543,0.97333205,-10.898154,9.180486,5.82236,9.319361,6.4086814,2.540217,1.9084584,-1.9483445,-4.4199157,-4.072988,-1.012593,-1.6480786,1.9616753,1.0821613,2.692325,2.2602134,6.845061,3.3075879,2.6985316,2.6166105,4.0329976,-0.35473093,1.9787977,2.9554727,2.4211502,0.5744969,1.4373469,-0.7880939,-0.845425,-0.4659203,0.5139944,-0.67177886,-0.4782669,0.53745824,0.60847217,0.5389735,ang
463,-267.44946,87.37206,-13.614751,16.844816,-8.54212,2.4915845,-4.013541,-3.9303927,-7.4013577,2.4396522,1.2249072,2.9730337,-5.7843513,2.0731173,-5.0093164,-5.2954693,-1.9042939,-1.885208,-4.811746,-1.2965453,-2.9079762,-3.0561736,2.0384328,4.3249784,6.182551,3.8577926,4.615649,5.0536027,4.2934465,3.0256343,1.8115892,1.9443164,4.4579406,0.7288983,1.2740594,-0.016065264,-0.32198772,-1.7011547,-0.13015558,1.846855,0.13493432,0.3795935,1.3429163,0.40088415,1.0470836,2.0946128,0.4074959,0.94014484,1.265619,-0.32088456,ang
494,-447.9968,128.56308,-9.753793,39.85263,-11.656501,29.641754,-13.534177,14.666026,-10.9763565,14.171829,-7.3293724,6.9942427,-2.3815594,7.169959,-0.9995097,2.205093,-4.4594398,0.3590004,-0.23606196,-2.6350124,0.21898907,-1.2752614,-0.14682582,-0.26326618,3.5047913,0.65673256,4.4702597,5.7096276,4.7930117,0.40968862,-1.7512183,1.1625146,1.7944157,0.67158544,2.3197148,2.8428795,1.2331281,-2.3341877,-3.4000723,-1.8571788,0.9560073,2.0240924,2.1743085,-4.3927317,-1.1422175,2.653311,2.9282806,-2.4620922,0.5656988,1.3007104,sad
521,-351.27176,114.87596,-11.511168,32.289726,-5.8119364,17.107714,-25.432985,5.554413,-9.347237,19.226807,1.0399028,4.174573,-4.9742208,3.54562,-5.2280493,-2.0654647,0.645863,-0.9908801,-5.1491866,0.7823079,-0.85867935,-2.1678507,0.23270085,0.12655677,2.8966281,-2.0269635,0.05723582,2.4542809,1.703945,-2.3805814,-2.351883,0.15883347,1.3375751,-3.6623425,-2.440005,0.69295937,1.8385233,-0.06484669,2.4623144,2.3372214,-0.47134474,0.15858282,2.2911136,-0.063621625,0.3920545,0.54361045,0.9072861,0.91708577,1.7807621,0.7547385,sad
522,-399.46106,135.59914,-13.054854,32.55438,-10.669239,21.107836,-21.829626,10.311789,-10.895184,18.9543,0.9344739,5.4803734,-8.668362,6.655779,-8.432557,0.013813394,-3.2469485,0.9020405,-5.9089527,-0.46799016,-0.03769196,-1.0990653,0.66787004,1.392831,0.6269527,-3.2586234,0.60997,5.2943616,2.0987175,-1.7977612,-2.1155136,1.4155731,1.4957124,-5.944552,-1.0486343,1.3574611,1.4133538,-3.7429056,-0.27478456,2.3703108,-2.5093162,-1.3118846,3.9760604,-0.7651524,-0.22505593,-0.78540593,1.4551446,-2.6394284,2.3980722,0.3391277,sad
523,-408.5989,126.93194,-20.660065,37.419838,-7.641352,21.158672,-16.964273,10.647555,-6.5558558,16.6419,1.830389,2.811472,-4.539084,5.1233373,-2.016947,-0.22991863,0.2752387,2.3022814,-2.7846978,-0.64837253,2.126048,-3.2674916,3.7897816,0.6498834,1.9259559,-2.6632364,1.5995854,5.7912126,3.4832819,-0.80788064,-2.4316356,1.8531203,1.6145786,-4.7324166,-1.3921295,0.6996235,1.8120219,-4.485089,-0.91925824,3.2769556,-3.0765862,-0.06215233,2.6548305,0.41781905,0.35834384,0.5591728,1.1409205,-1.1713306,3.0340235,2.3383691,sad
524,-401.57092,123.849396,-19.123571,35.027924,-9.36932,21.561193,-18.012629,13.034197,-8.615319,19.544388,-0.46241015,4.2355995,-6.821618,5.606775,-4.3377438,2.265584,-1.3885345,1.9708911,-2.2974036,0.576432,2.0551844,-1.2566755,3.6218545,1.3231285,1.8206804,-2.9868793,0.27629712,6.0113544,2.7581127,-0.7112507,-3.1016524,0.5571266,1.902308,-5.372013,-1.7197279,0.47065383,1.4888445,-4.873509,0.42986363,2.541386,-3.2397206,0.26619193,3.98722,0.9914481,2.2141998,2.500643,3.9014509,0.23320761,5.009063,2.4478693,sad
525,-370.4097,122.60364,-12.963294,38.691917,-7.474293,19.549206,-20.62927,8.227126,-10.25423,12.419588,0.87946254,3.4327228,-6.0519147,3.3274665,-5.4852743,-0.13832358,1.006635,1.2139372,-2.599082,-0.9343178,1.326547,-3.566083,1.4391241,0.8122704,1.0498363,-2.511084,-0.29368287,3.5794969,0.6425827,-1.2076758,-1.5689262,0.17189296,1.7009346,-4.0488167,-0.7274875,0.7726904,0.12952846,-3.1975167,-0.948851,1.4407377,-2.9000392,-1.3816673,0.368816,-0.58949244,1.4906098,1.402339,1.9717007,0.27224672,2.9608114,1.5370306,sad
526,-417.26794,130.89842,-18.875618,35.95654,-10.754086,23.352224,-13.546846,12.445611,-6.3569922,14.760019,3.0615501,4.8233023,-4.31585,5.343602,-5.001909,0.951536,-0.63174456,2.084154,0.37653562,0.13804816,2.4910026,-3.5010388,2.5705717,2.4893034,2.5734198,-2.7203903,-0.27459943,7.2156734,2.6347952,-1.451862,-2.4103944,1.8500227,1.0676075,-4.2129154,-1.7043598,1.8286811,1.1775776,-5.202581,0.99911267,3.74822,-1.952453,0.6437794,2.8296318,0.044839874,2.0651345,1.2614334,2.3706398,-2.1756694,3.8375576,-0.41388816,sad
527,-418.23053,135.05417,-19.60224,38.73077,-10.913312,21.85767,-15.011822,10.809138,-8.829138,14.836281,1.4386208,4.531273,-6.3042974,6.1149383,-4.529414,3.0185688,-2.146382,2.9574955,-1.2941608,-0.8076465,2.463042,-2.4903748,2.5325022,2.3275003,1.094393,-2.5973144,0.50322753,6.566115,2.6950943,-1.9539353,-3.1201549,1.3168536,1.0936195,-4.7640233,-1.1848313,1.4432774,1.690527,-4.849311,1.1678922,2.0703943,-2.793365,0.1708998,2.8823977,-0.70357585,2.307129,0.732191,2.357525,-1.9161142,4.54742,-0.23147313,sad
528,-389.42773,119.43287,-11.184894,35.578964,-5.2870474,19.696262,-13.242025,10.209834,-5.3242345,13.40535,2.3070254,3.6119266,-2.428168,4.0702205,-2.96732,0.37189427,1.5020727,0.6031719,-0.97331,-0.65732,1.0832087,-3.3218281,3.0900068,1.0961164,2.4336982,-1.9581432,0.94192195,5.5359364,2.6114128,-1.0375172,-1.7561609,0.671488,0.8308387,-2.9620118,-1.6528986,2.0361283,0.5946732,-4.3343225,-0.05842114,2.2169166,-2.4529934,0.4719399,2.1135783,0.4876336,1.771604,2.6937332,2.552308,0.30682895,4.061756,1.6671507,sad
529,-372.7973,124.47795,-10.81121,34.305454,-5.562139,18.174717,-16.324615,11.351899,-6.220987,11.723755,2.332855,2.5200558,-3.4936588,6.4409757,-2.7632825,-1.3713808,-2.289403,-0.3923132,-2.115506,-1.6262693,-0.5945323,-3.2383265,1.3493356,1.2629201,1.8787944,-2.3905208,0.7136,5.9921746,3.3191195,-0.8101071,-1.5887944,0.23242745,1.0479383,-2.5253146,-0.18022121,0.9564646,1.0370253,-3.4354517,-1.5435052,1.9091007,-2.2124782,0.20397285,1.9852915,-0.71649987,-0.6683821,0.010976335,0.050359093,-1.5317098,2.930803,1.0171179,sad
530,-379.55612,125.38752,-10.960909,30.324104,-4.4522676,12.836664,-11.269984,5.0004377,-3.0074134,5.8778834,5.9399405,-0.21373813,-1.3292192,5.574424,-1.6306347,-1.9753073,-1.4464436,-0.3358664,-1.9720174,-1.370139,-0.52760005,-3.0744388,0.9244717,0.38034967,2.0725293,-1.32347,0.06020716,4.855876,2.776434,0.42193756,-2.9094274,-0.91879696,1.1424112,-2.7211611,-1.0783391,0.7529033,1.514693,-3.6426032,-0.8897385,1.5220132,-2.4088602,0.8812275,2.0060356,-0.58843094,0.11833873,0.7491148,0.35814562,-1.2701362,3.428574,2.141392,sad
532,-363.84128,121.938515,-15.978268,28.626682,-2.759227,12.4417925,-11.040558,3.785273,-3.661773,6.942226,4.03583,-0.27633002,-3.739395,5.0172105,-2.31161,-3.1737268,-0.63022584,1.291179,-1.2689672,-1.4704537,-1.6272603,-2.8712606,1.2216104,0.5244114,1.0507175,-0.78442353,1.0904199,2.603298,1.1868945,-0.57238275,-2.615601,-1.4317808,0.30363438,-1.9141924,-1.201313,-1.0730273,-0.13795203,-2.4538238,-0.5408502,1.7850391,-1.1393145,0.9837843,1.7787071,-0.030241182,0.28741717,0.8883461,1.5363448,0.06501661,3.8387723,2.1583476,sad
533,-371.71942,127.61883,-11.505646,28.166113,-5.8591685,14.469893,-10.780787,5.590539,-3.397453,7.317293,4.856954,1.3542248,-3.6688647,5.608292,-1.3434416,-3.0845938,-1.7875539,0.47682157,-3.365746,-1.6897343,-1.1622804,-4.161713,0.07913869,-0.16183,0.87164295,-0.87642044,1.3139445,3.0051532,1.1348104,-0.5043679,-2.7627668,-1.1195654,0.49714747,-1.7964398,-2.2083466,-1.176611,0.049959067,-3.9892254,-0.604944,1.5669609,-2.186856,0.40762088,1.7699533,-1.3707937,0.4749099,0.65258473,-0.5475585,-2.030386,2.725895,1.3281366,sad
536,-404.77634,126.04201,-13.708762,32.89783,-5.19478,17.374939,-11.215737,8.428381,-3.8069932,10.349041,3.9001305,-0.5896208,-2.3064,3.6010048,-1.7429291,-0.9747223,0.28978747,-0.038294602,-0.7019347,-1.7341232,0.91282225,-2.2659643,2.3398979,0.74940187,3.3320794,-0.7652067,1.7363011,5.1084146,2.727497,-1.5653498,-2.7450876,1.2856138,1.2801257,-0.8222298,-1.8437654,1.025722,0.20480436,-3.1993623,0.2443533,2.4245367,-2.356057,1.0379413,2.5867891,-0.40073943,0.8650907,1.0792371,1.0213697,-1.3509125,3.6832042,2.68464,sad
545,-272.87125,109.789,-31.838253,34.70549,-16.095554,6.580102,-26.048456,-0.6511584,-7.2580624,-3.2913816,-9.611975,0.7263191,-3.136049,-0.27167797,-8.93274,1.1005034,-7.889242,-1.7457116,1.0106014,-1.7880723,0.93596476,-0.39496353,-1.2859105,-2.7312036,0.28947657,0.8014862,4.909291,4.672868,4.3715014,3.1767154,1.6033797,-0.6461509,2.6926553,3.1984115,5.916021,3.3397014,3.528883,0.10415513,0.94795626,0.7315193,-0.19197749,0.70299405,-0.4639363,0.5432758,1.8839928,-0.30598903,-1.62541,-2.2054636,-2.6211503,-1.7356774,ang
546,-286.21442,124.5796,-18.698761,27.42873,-27.621164,2.9945579,-20.683472,-0.24378073,-11.5570135,-0.7239138,-12.556681,-2.0788753,-3.8229666,0.79681116,-10.242132,4.8858743,-3.6757085,7.161695,8.964143,6.500493,3.6114001,-4.5107036,-5.222668,0.8270074,-0.95076567,-5.0855393,-2.9057665,0.339734,4.330439,-1.0343307,-4.1059217,0.3016547,1.9335219,-2.6337347,1.2020905,6.094687,4.8757706,1.9016877,1.2425672,0.5985098,1.086117,1.4390861,4.323385,2.3029463,-0.7042099,-1.0098736,0.33591044,-2.782519,-0.63875645,-0.908946,ang
549,-397.37317,108.87831,-2.2882662,29.936861,-11.884921,25.081352,-21.573887,13.683728,-6.913634,11.800427,-5.3774314,6.4495263,-1.6539998,6.697091,-1.8991473,-1.8670683,-0.10559011,-4.1522336,-1.23933,-1.1012645,-2.7452207,-1.674707,-1.0011159,0.70750135,2.0541162,-2.2935581,4.658847,1.2857033,4.2067385,0.83012855,0.5426226,2.535184,-0.40270117,-2.9021642,1.572803,1.3114015,0.6790222,-2.9107466,-2.5935228,-1.8690951,0.049651608,2.9332197,6.0016594,5.059574,2.3357139,0.7677544,0.9306688,-0.5359706,-0.9625469,-1.7180685,sad
