,PCP1,PCP2,PCP3,PCP4,PCP5,PCP6,PCP7,PCP8,PCP9,PCP10,PCP11,PCP12,Label
1319,0.3902665,0.39244926,0.4091889,0.47383916,0.5532196,0.5359296,0.55079067,0.41892582,0.38078675,0.4096161,0.43973976,0.46504363,ang
1320,0.4868847,0.5133598,0.4939985,0.5238207,0.5264975,0.555731,0.56444764,0.40580186,0.40881202,0.51506096,0.4380679,0.41988894,ang
1321,0.60020685,0.6605063,0.62519175,0.7071766,0.7145468,0.6298081,0.6398767,0.49657485,0.46649554,0.48337746,0.48757395,0.491767,ang
1325,0.6114374,0.4864987,0.54638755,0.53055507,0.4280363,0.43992642,0.36726826,0.39907426,0.52957886,0.575228,0.4917664,0.5268861,sad
1326,0.70454293,0.58564174,0.62869376,0.63539153,0.47249946,0.48798645,0.44264933,0.4750708,0.5019914,0.53644323,0.49986377,0.6260643,sad
1327,0.5965026,0.4043806,0.415244,0.5020299,0.40945366,0.4459071,0.37991193,0.26559037,0.38157445,0.55348676,0.58793765,0.6176905,sad
1328,0.68479514,0.59481686,0.5394521,0.5574599,0.4812085,0.5652085,0.5521804,0.45092225,0.4476656,0.5128271,0.46662128,0.5791678,sad
1329,0.8092565,0.5630417,0.5367172,0.6074815,0.48707867,0.50484896,0.49276137,0.3847783,0.42085013,0.54138786,0.59850943,0.7661768,sad
1342,0.471721,0.37420133,0.39660233,0.40405703,0.34970802,0.38731205,0.34303454,0.33929127,0.38693765,0.39553413,0.42909527,0.52549124,ang
1343,0.496137,0.46419528,0.40636197,0.44000816,0.4007531,0.46249703,0.44901133,0.40372118,0.37617216,0.38308528,0.38354224,0.44257304,ang
1345,0.6518965,0.53468376,0.57480097,0.58880126,0.56636256,0.5016761,0.47570464,0.38730708,0.40233126,0.48513886,0.45422947,0.5234579,ang
1346,0.61415166,0.49404457,0.4865978,0.5612293,0.47269228,0.32238093,0.27372527,0.27308694,0.40334707,0.47028795,0.45070505,0.4921091,sad
1356,0.41964123,0.37899575,0.42638254,0.465955,0.3881012,0.4268816,0.39747182,0.38929442,0.41831872,0.45745412,0.36222416,0.3914151,ang
1357,0.3105872,0.24023342,0.28942785,0.38184693,0.36623016,0.40567988,0.31993067,0.3572743,0.45019636,0.4289629,0.36542535,0.34945646,ang
1360,0.4724814,0.39456558,0.4619908,0.55351967,0.45312932,0.39050257,0.35598502,0.34311423,0.31232384,0.32078445,0.3127394,0.47116217,sad
1362,0.48428443,0.4063636,0.35480806,0.38327008,0.44874203,0.4793713,0.37608558,0.35016283,0.4729199,0.4758937,0.34850237,0.39196333,sad
1363,0.5405101,0.46341136,0.55773467,0.5583058,0.46786597,0.4866221,0.41347677,0.4414489,0.47961405,0.50411874,0.52855587,0.6858713,ang
1364,0.6857893,0.48635873,0.50941646,0.57214224,0.4583424,0.4265455,0.35456097,0.35805568,0.43701085,0.5627519,0.6166266,0.695872,sad
1365,0.54532707,0.5670217,0.61360186,0.5968738,0.48322833,0.5902345,0.5912138,0.40302405,0.36788058,0.43336737,0.43130744,0.45159155,ang
1366,0.48602787,0.540731,0.61705214,0.68740505,0.57867956,0.66023606,0.58658934,0.38525432,0.311111,0.34223813,0.31185684,0.34550261,ang
1369,0.39128742,0.40294626,0.44430345,0.44630226,0.47632715,0.55741805,0.38384327,0.42413265,0.45370984,0.43157643,0.35489404,0.39085466,ang
1370,0.38488564,0.39351228,0.35482383,0.40145743,0.40048876,0.50240487,0.41188306,0.3864446,0.38367277,0.40678704,0.32968336,0.32694227,ang
1374,0.45079073,0.42730272,0.47139832,0.5344439,0.5398477,0.48834872,0.46704158,0.34726378,0.3267723,0.37629524,0.41932812,0.44072062,ang
1376,0.29342988,0.28589723,0.2785368,0.30667692,0.34195372,0.35874796,0.3838397,0.37470174,0.3680659,0.4115318,0.380937,0.2975213,ang
1377,0.15018791,0.21211293,0.21475661,0.2265747,0.30820578,0.3535458,0.34008065,0.29580912,0.29495224,0.25235498,0.19165437,0.17519005,ang
1378,0.2018665,0.22335443,0.21413943,0.36227337,0.3919402,0.23900215,0.2700034,0.347834,0.29484344,0.28292271,0.19117187,0.18669187,ang
1395,0.31760192,0.3409453,0.3432045,0.3656937,0.4210733,0.36410505,0.28096843,0.30503717,0.3145228,0.2896341,0.26646027,0.30051088,ang
1396,0.73775136,0.5437858,0.4751266,0.4925442,0.43215978,0.43522,0.45070043,0.42538676,0.47987357,0.50710446,0.5664783,0.6649651,ang
1397,0.63973457,0.4975549,0.45688128,0.50006986,0.4477249,0.5112119,0.49604437,0.3773972,0.4160972,0.5042724,0.4660835,0.502462,ang
1401,0.59921193,0.61987,0.61342996,0.70946634,0.6564649,0.6247515,0.63375705,0.44981217,0.37282124,0.4495476,0.4356171,0.4507943,sad
1403,0.44038716,0.40607235,0.4720127,0.60182637,0.63334143,0.6327234,0.45876512,0.35666084,0.32856512,0.3858332,0.3787684,0.46804276,sad
1404,0.5476272,0.5419165,0.55319583,0.66668904,0.5942588,0.6355194,0.5719319,0.36747754,0.33394104,0.41561595,0.38512835,0.4605583,sad
1412,0.36414793,0.40502778,0.3876538,0.2943269,0.2858406,0.4488929,0.5186952,0.53429514,0.3557541,0.29299062,0.2788995,0.30791363,exc
1413,0.27536476,0.24775676,0.2749623,0.30029917,0.32434395,0.31894448,0.31406173,0.28427312,0.26993394,0.30907187,0.35784048,0.35145277,exc
1416,0.52658194,0.5775297,0.54506636,0.59099555,0.5573002,0.49605218,0.5701599,0.49806833,0.5070016,0.47105566,0.46552172,0.45625362,sad
1417,0.609733,0.5360826,0.46897525,0.50723696,0.46821392,0.51820946,0.5163148,0.3971261,0.38047183,0.49039537,0.4856326,0.4845957,sad
1419,0.56105596,0.58461654,0.5365762,0.60793173,0.6876113,0.7686291,0.7407134,0.47038504,0.38754755,0.46870917,0.40978307,0.4226577,sad
1420,0.581202,0.6041257,0.5625548,0.6276257,0.7154594,0.7133193,0.6584866,0.4545259,0.409375,0.4831711,0.461337,0.44644174,sad
1421,0.60966897,0.7018058,0.6704902,0.7338634,0.65350384,0.61234164,0.5786699,0.42303482,0.3883786,0.5098896,0.49150756,0.49798745,sad
1422,0.58580196,0.63443345,0.6277597,0.6628457,0.61710066,0.71327585,0.61821955,0.46453863,0.50217754,0.5702973,0.3986565,0.44894817,sad
1423,0.6231665,0.7122865,0.6473203,0.6665442,0.68005025,0.6648559,0.75790393,0.5347571,0.4284813,0.5005244,0.54300344,0.471311,sad
1424,0.51285815,0.5387248,0.50419724,0.5969692,0.6841391,0.6348846,0.5930063,0.40090752,0.42145324,0.5313549,0.44588354,0.4116007,sad
1431,0.7617595,0.55126554,0.680544,0.6799889,0.49858028,0.5224986,0.48260072,0.38276413,0.42392677,0.64980304,0.6888357,0.74569726,sad
1445,0.29567617,0.28761703,0.34915656,0.37805307,0.35725003,0.32333684,0.27462983,0.2861712,0.3346655,0.40716928,0.48114833,0.4111876,exc
1447,0.3537649,0.3248636,0.3149012,0.32795322,0.4006595,0.45054382,0.4713072,0.45926964,0.49789044,0.49562278,0.48770586,0.45260453,exc
1449,0.44198042,0.3385093,0.41443175,0.42146713,0.470651,0.4566525,0.302889,0.25709245,0.3245929,0.5235478,0.46242324,0.46398833,sad
1450,0.5581154,0.51016,0.4938747,0.4634869,0.41685224,0.44177708,0.41876903,0.39285368,0.4400262,0.5582375,0.5524358,0.52822345,sad
1451,0.6727629,0.540381,0.5334549,0.56893605,0.5289961,0.5326174,0.49088398,0.40821669,0.4365737,0.6143081,0.6712303,0.6358667,sad
1452,0.5791729,0.5893131,0.6456247,0.5844631,0.53930944,0.60257536,0.52219397,0.47596726,0.5712532,0.65842676,0.6212959,0.63785005,sad
1453,0.5597097,0.44906133,0.48020858,0.51657295,0.47277978,0.45693055,0.40350512,0.46403137,0.5279685,0.5393771,0.5236789,0.62163013,sad
1454,0.5512298,0.4103013,0.3905247,0.4338161,0.3788753,0.4064847,0.38953078,0.39686942,0.53319037,0.604505,0.61069536,0.6051568,sad
1455,0.72847193,0.5480311,0.4656609,0.5927834,0.5785485,0.55191547,0.52204496,0.4225392,0.5305908,0.7198829,0.6567072,0.60466164,sad
1456,0.66227937,0.48922527,0.57578206,0.6114938,0.5353521,0.53157693,0.41488746,0.5051563,0.5972884,0.64033276,0.58373135,0.76885694,sad
1457,0.7441826,0.546155,0.49526486,0.5812895,0.51594305,0.50676703,0.4485189,0.3878033,0.4615392,0.62752956,0.61752003,0.6702201,sad
1458,0.5930446,0.41827297,0.38919052,0.48205864,0.43951958,0.42898846,0.4036696,0.38058206,0.43159512,0.56604517,0.5884442,0.61631936,sad
1459,0.6411005,0.45514172,0.4967167,0.59134316,0.530024,0.53261924,0.47741166,0.47585988,0.5258467,0.6143606,0.5677174,0.61039144,sad
1460,0.5528917,0.43328297,0.4275521,0.4828552,0.40624583,0.38279018,0.3629329,0.38669544,0.428836,0.5309128,0.5423025,0.57177293,sad
1461,0.6302214,0.49679214,0.49193442,0.50238866,0.44404277,0.45530617,0.42376986,0.4101819,0.4517801,0.6062692,0.62706673,0.6705759,sad
1462,0.71956307,0.5159369,0.45476586,0.4773388,0.4299388,0.39908227,0.42683533,0.3927592,0.38077176,0.49395132,0.61790353,0.69176745,sad
1463,0.6655933,0.54689956,0.5117605,0.53547746,0.484732,0.44386196,0.44995242,0.41246504,0.42207837,0.51542383,0.60703593,0.63813525,sad
1464,0.66463166,0.4915344,0.40830612,0.43747452,0.42169613,0.3741278,0.4216272,0.4230057,0.36733234,0.47758073,0.52741694,0.6079862,sad
1465,0.5790259,0.52675134,0.56054264,0.5415524,0.47381803,0.45174658,0.40745085,0.36527064,0.4249825,0.5333595,0.5252409,0.54085094,sad
1466,0.4954887,0.43352562,0.45840138,0.47421685,0.37807482,0.35974276,0.3465606,0.2987975,0.3476479,0.42113188,0.43076378,0.5097716,sad
1467,0.58630526,0.52316254,0.5114741,0.5331883,0.46560407,0.42233753,0.41672873,0.35672134,0.3419359,0.4440553,0.52233833,0.5402066,sad
1468,0.5907262,0.47887364,0.48251712,0.538285,0.49810803,0.42873496,0.40429935,0.3608878,0.42955935,0.54171765,0.5349666,0.541323,sad
1469,0.6349515,0.5220414,0.5455519,0.5390993,0.47429264,0.5098556,0.4565147,0.43021953,0.4925997,0.60198957,0.6183609,0.71491796,sad
1470,0.69111353,0.5394903,0.68005973,0.53044003,0.41901556,0.42608342,0.41035452,0.3978684,0.40792987,0.60056865,0.7042165,0.6696416,sad
1478,0.37475365,0.3381947,0.41050237,0.44896427,0.4146613,0.32461613,0.31928876,0.24464273,0.2976114,0.35588086,0.3352182,0.3571632,ang
1487,0.5116047,0.51221365,0.5238328,0.5589359,0.58966535,0.5809524,0.50636023,0.46850136,0.41888538,0.4818418,0.4320368,0.4537367,ang
1490,0.43567145,0.36894172,0.37754297,0.404177,0.40114483,0.399788,0.38548195,0.38528454,0.3736747,0.3523731,0.341259,0.40407714,ang
1494,0.62206817,0.60595715,0.6271027,0.6305172,0.6193771,0.59753096,0.6307013,0.4850362,0.398786,0.47521433,0.5753439,0.49570012,ang
1495,0.4453758,0.445279,0.44445458,0.48510182,0.54288775,0.51912737,0.5115649,0.38943732,0.35468772,0.39370322,0.39324147,0.39024392,ang
1496,0.4341477,0.33788252,0.28733674,0.29172257,0.3004354,0.32247403,0.27189836,0.23026995,0.2698015,0.40365085,0.49881765,0.42575875,ang
1498,0.5534891,0.4406527,0.43772668,0.4998019,0.49591067,0.48123667,0.4415349,0.43122858,0.49065086,0.5138698,0.5242843,0.5598339,exc
1499,0.4949876,0.42999092,0.45379207,0.44575906,0.36706036,0.37468356,0.375849,0.35475743,0.36201605,0.40048975,0.45479608,0.50157833,exc
1500,0.60941833,0.46658996,0.45719928,0.47456995,0.5052443,0.5340185,0.4627066,0.42746204,0.44563627,0.4788849,0.49902114,0.59807765,exc
1502,0.5535749,0.44496813,0.45170692,0.50711745,0.39988086,0.3662529,0.35933083,0.36328527,0.4122827,0.51311773,0.51973116,0.56255656,exc
1503,0.60029906,0.46523327,0.46509868,0.4456937,0.39017308,0.37922445,0.33662552,0.3929391,0.42762715,0.48668087,0.5075212,0.61147696,exc
1512,0.53196746,0.47505227,0.51941717,0.5675017,0.48127022,0.45612854,0.42162538,0.4134472,0.4399745,0.4858619,0.510868,0.56401396,exc
1514,0.35352975,0.3469667,0.29565272,0.37673774,0.41035548,0.43598902,0.3926211,0.36625147,0.40519974,0.36047584,0.33986804,0.37419772,exc
1515,0.5183929,0.35438973,0.40347052,0.44721794,0.40296963,0.36552218,0.39139906,0.41701728,0.35305643,0.4170314,0.5398668,0.5893014,exc
1526,0.43554205,0.37213102,0.36844593,0.4081553,0.40423468,0.41118684,0.3995266,0.44182834,0.4634201,0.49494866,0.5124895,0.54474056,ang
1529,0.4785486,0.39811927,0.37120622,0.4016612,0.35051596,0.35920024,0.32823598,0.31891105,0.3441629,0.3881146,0.43752983,0.5322614,exc
1530,0.37943977,0.295456,0.32066646,0.3446266,0.33621973,0.41255337,0.41790923,0.42200223,0.47311157,0.43707937,0.4383413,0.4460252,exc
1538,0.63054013,0.46676636,0.44564188,0.49964067,0.43624422,0.44330627,0.4145777,0.37391597,0.43219396,0.5745214,0.64523584,0.66168845,exc
1539,0.51644367,0.42917687,0.41559407,0.4740885,0.38957137,0.29769376,0.29148626,0.33941743,0.4003854,0.45266956,0.46231624,0.5035409,exc
1540,0.6247579,0.48713806,0.4595487,0.5080445,0.4653058,0.40381542,0.3566335,0.34553412,0.37005123,0.44060716,0.5364341,0.62816775,exc
1541,0.57435447,0.49252146,0.5020909,0.472558,0.4200635,0.37319264,0.31278032,0.32164294,0.38793337,0.4533151,0.4880617,0.57376796,exc
1542,0.63037753,0.4515998,0.47018752,0.4799537,0.3912819,0.38105634,0.38904142,0.36098835,0.40264556,0.56600034,0.6699862,0.711591,exc
1543,0.5506316,0.3908924,0.37506557,0.41498888,0.36894864,0.40666214,0.4510682,0.43938133,0.40239182,0.43264398,0.48882532,0.543551,exc
1544,0.5824643,0.43117532,0.458826,0.4832212,0.4334128,0.45826477,0.4551295,0.42366666,0.4162558,0.48144978,0.54383445,0.61959326,exc
1555,0.31170484,0.33358747,0.39100987,0.34987858,0.37754998,0.35155207,0.3259406,0.34504393,0.35804996,0.34785894,0.3778752,0.40587127,ang
1556,0.45777074,0.38798237,0.3269183,0.35824794,0.39361238,0.38201535,0.37944758,0.33459312,0.38316703,0.4618009,0.4510221,0.4513051,ang
1558,0.39224195,0.42443973,0.41167805,0.45500666,0.46834797,0.38808325,0.41060472,0.32681325,0.3437531,0.4712006,0.45777082,0.41001406,ang
1559,0.34630552,0.38595834,0.3585451,0.30312428,0.3509864,0.46246594,0.48624605,0.3790267,0.32871866,0.32099012,0.3614578,0.355421,ang
1560,0.42427406,0.39281967,0.38145602,0.41629142,0.43273893,0.39867544,0.3781534,0.34735027,0.3257779,0.3719797,0.34327188,0.38741326,ang
1561,0.34538275,0.34639454,0.35148138,0.3972707,0.39916843,0.36393744,0.39031523,0.35114816,0.34785467,0.42893115,0.4099192,0.37417573,ang
1567,0.4902556,0.47869274,0.43717092,0.4795183,0.55740213,0.5704605,0.5658948,0.42839387,0.3626585,0.39303744,0.3776658,0.41842687,sad
1569,0.5438836,0.576038,0.6055757,0.68671393,0.6801762,0.6210128,0.5666717,0.40828714,0.34371394,0.39148453,0.3831896,0.43739465,sad
1570,0.62041706,0.6578372,0.72521746,0.77849674,0.7761161,0.60975534,0.58789146,0.42147365,0.370716,0.46664342,0.4727634,0.4575476,sad
1571,0.6622722,0.5826118,0.5917751,0.6400083,0.70041263,0.68216103,0.6267866,0.43895298,0.39197236,0.5046436,0.4902883,0.53116554,sad
1575,0.26086974,0.30014783,0.31097296,0.3544581,0.32212645,0.30221534,0.24170761,0.2312834,0.19589669,0.25336593,0.3332179,0.3094129,ang
1576,0.56259036,0.51401746,0.4603797,0.4564358,0.5233983,0.4641968,0.47663835,0.40621662,0.36376765,0.41874352,0.4941872,0.50855225,ang
1577,0.42869237,0.47290742,0.5366967,0.5877493,0.5752107,0.58996326,0.49884194,0.400153,0.39277592,0.40407395,0.3739539,0.4198765,ang
1578,0.48782188,0.45021737,0.46400943,0.51647544,0.46897325,0.4368339,0.42079508,0.3977213,0.40743873,0.4046914,0.39689744,0.41616353,sad
1579,0.55107975,0.52030087,0.5196409,0.5750034,0.58711344,0.62699986,0.54121554,0.40188262,0.34306177,0.3925702,0.38036066,0.47661397,sad
1580,0.48873457,0.47134268,0.48908746,0.6111604,0.61596364,0.6740295,0.57879597,0.41277832,0.32533792,0.33668357,0.33749616,0.43883052,sad
1581,0.5030481,0.5040438,0.51649076,0.56626177,0.5585254,0.5485356,0.64718467,0.5664625,0.4589276,0.43945557,0.4057666,0.44695303,sad
1582,0.5153005,0.45630053,0.48904848,0.54620993,0.7088775,0.666309,0.6569568,0.45639047,0.35537505,0.40796298,0.404192,0.44009557,sad
1585,0.43933946,0.4152584,0.4130764,0.49368352,0.6643747,0.6806982,0.61364675,0.37996176,0.27740812,0.29134443,0.31341884,0.3742641,sad
1591,0.47753227,0.51883477,0.4693393,0.5770166,0.7980377,0.73337615,0.6006916,0.38617763,0.3133637,0.3467075,0.32594645,0.3687295,sad
1594,0.60916746,0.46180543,0.44046524,0.49800524,0.44446993,0.43533882,0.4135645,0.4501994,0.5444638,0.53762406,0.5049235,0.54877883,exc
1595,0.5079489,0.4373183,0.44085136,0.46955636,0.42699665,0.48760033,0.38643995,0.4123676,0.45649305,0.4307124,0.46505424,0.4999423,exc
1596,0.723169,0.5156534,0.42755198,0.45673746,0.43360287,0.41672185,0.401325,0.36169872,0.4047256,0.5152497,0.49780244,0.59089315,exc
1626,0.39107198,0.37899762,0.3903728,0.35250565,0.3228924,0.3249665,0.31346664,0.329929,0.3718101,0.3952623,0.39431092,0.40328115,ang
1628,0.44222274,0.32139337,0.33962446,0.38857394,0.36400044,0.36824852,0.36766648,0.35136393,0.36801127,0.45353603,0.4928294,0.50715834,ang
1630,0.44876266,0.37523723,0.4310462,0.49012962,0.43607205,0.40445742,0.39801303,0.38700506,0.40870708,0.44998035,0.43796754,0.43998256,sad
1631,0.6485463,0.46918404,0.39492214,0.45403835,0.4545398,0.4065849,0.39319614,0.39006624,0.4298106,0.5590143,0.6152867,0.58595943,sad
1634,0.75803345,0.56217414,0.42407137,0.4524387,0.4710347,0.38785735,0.3711434,0.40229598,0.46485853,0.59057367,0.60357255,0.62720203,sad
1635,0.6927363,0.52738607,0.4614471,0.4111944,0.35361072,0.35306507,0.38394988,0.3658598,0.41822815,0.6170723,0.7170243,0.7953276,sad
1636,0.62407225,0.4555414,0.4216584,0.41648698,0.41637406,0.42015716,0.40479636,0.31356564,0.3209928,0.5450105,0.6800967,0.6620194,sad
1637,0.67488635,0.5349742,0.5597257,0.5743968,0.48982555,0.42072454,0.38589928,0.35508507,0.38786003,0.59074813,0.6761479,0.6914055,sad
1638,0.8805902,0.66812634,0.5742364,0.61414826,0.61396635,0.471758,0.4311621,0.38497728,0.39000663,0.57096833,0.63593537,0.70799565,sad
1655,0.5141053,0.4712179,0.4030344,0.47329536,0.5697834,0.862059,0.6961558,0.32019898,0.21648265,0.24534255,0.2544649,0.3375592,exc
1679,0.29532304,0.320211,0.37391582,0.35364422,0.2926028,0.249141,0.28176033,0.31405893,0.26363304,0.2849289,0.37161732,0.34756663,exc
1689,0.44056785,0.45173925,0.49022758,0.57851905,0.656711,0.54531085,0.4951077,0.42429152,0.3767788,0.3721691,0.37340027,0.39909402,exc
1704,0.6260383,0.5021573,0.5625761,0.57693154,0.4636886,0.49475002,0.41798553,0.42176163,0.46604377,0.56694305,0.5057327,0.5626228,sad
1718,0.4870313,0.4057425,0.43584007,0.4247075,0.3695736,0.34793448,0.34857655,0.38953757,0.42478773,0.4287081,0.44321054,0.4974708,exc
1719,0.55140907,0.50212246,0.4527694,0.506555,0.48363483,0.47731322,0.5094789,0.46360362,0.52598274,0.60513496,0.5475622,0.48961225,exc
1727,0.29159096,0.29553795,0.2821518,0.3046347,0.32908455,0.3118733,0.352666,0.3451682,0.28852263,0.27469763,0.24984254,0.25821346,exc
1744,0.32805532,0.38755453,0.4754011,0.56085014,0.4827806,0.43123198,0.41503516,0.36068845,0.35894808,0.36044276,0.32709697,0.32161996,ang
1748,0.5420943,0.51484925,0.55145216,0.62524617,0.6100669,0.61862653,0.5919624,0.41569814,0.3919407,0.41868955,0.38713557,0.47954163,ang
1750,0.37238628,0.36215192,0.35517603,0.43587506,0.5425961,0.548559,0.5226529,0.34856814,0.31395307,0.3423303,0.29616323,0.30960807,ang
1755,0.4179268,0.42460918,0.5093459,0.46810952,0.40494573,0.3743942,0.35507342,0.37978983,0.54910296,0.5016442,0.38137826,0.40361455,ang
1756,0.41927832,0.39334133,0.3365227,0.32678464,0.34705305,0.41464198,0.49581885,0.40048477,0.36343786,0.40048018,0.41440696,0.45110607,ang
1757,0.32481658,0.27648526,0.38164315,0.40498763,0.4236917,0.37605876,0.34751397,0.309441,0.28978676,0.32710442,0.36363927,0.4232991,ang
1758,0.39136335,0.42978528,0.33861396,0.31373402,0.33242017,0.36843804,0.44093588,0.41542014,0.40680453,0.33238232,0.20447326,0.27360874,ang
1759,0.31090125,0.32608163,0.44353503,0.44784382,0.43289953,0.41408712,0.4402408,0.40527844,0.35331848,0.38210097,0.43471932,0.42817202,ang
1760,0.37992102,0.36728776,0.38239148,0.41043156,0.4750288,0.4360235,0.3723916,0.30849367,0.30099645,0.2851208,0.28276896,0.36639237,ang
1761,0.3406258,0.31629387,0.33474565,0.35423443,0.3496386,0.38280708,0.35180217,0.33480418,0.35684538,0.38825616,0.399473,0.34851748,ang
1762,0.45696425,0.35334992,0.4521888,0.59239006,0.4765971,0.42920488,0.41163218,0.42217755,0.4211947,0.3748689,0.36808226,0.45552212,ang
1763,0.23000841,0.2888442,0.35495335,0.3685832,0.39263698,0.4039174,0.4527009,0.31468964,0.30466548,0.34018058,0.32792464,0.28025982,ang
1764,0.20925519,0.19995846,0.2453432,0.3950461,0.47794035,0.42404264,0.49366105,0.38412708,0.33003935,0.17906088,0.19525087,0.1754981,ang
1766,0.5270601,0.5457757,0.5317317,0.5254572,0.56483656,0.55303615,0.58235013,0.4369077,0.34380147,0.39953193,0.4503019,0.4083204,ang
1767,0.5264452,0.5452832,0.6415776,0.6308583,0.56375486,0.5457444,0.46282324,0.30658236,0.33927724,0.4312961,0.3946433,0.4674292,ang
1768,0.39552525,0.41025797,0.41667697,0.4383452,0.40943754,0.44754034,0.43661162,0.4127259,0.40823415,0.44199622,0.3838592,0.38545826,ang
1769,0.38014787,0.37741593,0.41062763,0.49362946,0.5621336,0.635247,0.5912244,0.42496878,0.39387816,0.31675145,0.34131452,0.39802828,ang
1770,0.34850088,0.35831878,0.31946328,0.37698,0.3619135,0.42289996,0.46763605,0.33194426,0.28653196,0.3432251,0.3139333,0.30683437,ang
1771,0.32000878,0.3004194,0.2563729,0.24121,0.2726669,0.28243402,0.30962455,0.2834545,0.35445568,0.3915746,0.3765288,0.36708656,ang
1772,0.31584984,0.3044464,0.30044243,0.34553292,0.3817321,0.39941603,0.37067348,0.3143756,0.3328765,0.325945,0.34264743,0.327484,ang
1773,0.4449221,0.46365967,0.4111887,0.50871843,0.54412764,0.49072304,0.53491914,0.4096629,0.30653954,0.33103353,0.324015,0.33474815,ang
1774,0.25045732,0.244715,0.26729462,0.2760513,0.36065605,0.3644027,0.34162906,0.36119756,0.31693718,0.2959393,0.28859022,0.2727496,ang
1797,0.38441214,0.3731572,0.39943045,0.39142078,0.43696636,0.38816172,0.32492194,0.30686837,0.33982435,0.4084651,0.41724977,0.41761452,ang
1798,0.58506364,0.5387237,0.55656695,0.57388186,0.5342295,0.47848392,0.44961032,0.42315832,0.4253129,0.5195928,0.5045438,0.5060932,ang
1799,0.4752873,0.39089352,0.41184643,0.4931717,0.4643681,0.38972786,0.35052097,0.3129433,0.351991,0.42027396,0.4526142,0.474046,ang
1800,0.44259447,0.37547562,0.31536555,0.33740875,0.35754904,0.35194167,0.36768436,0.40413114,0.39169922,0.45888355,0.48953417,0.4598081,ang
1801,0.42051092,0.43888846,0.3825312,0.30087733,0.22894712,0.19691385,0.27038774,0.33923426,0.36503989,0.38353416,0.29781023,0.35458538,ang
1802,0.3526124,0.34436837,0.3763947,0.3011973,0.30243304,0.36719543,0.39836156,0.3270377,0.3204395,0.35471666,0.31756753,0.31322303,ang
1803,0.27625337,0.274758,0.29423413,0.36555758,0.4350141,0.41081718,0.3660259,0.3236127,0.28001517,0.3296496,0.38722414,0.32344684,ang
1804,0.39201158,0.38150895,0.46436107,0.4430183,0.39735168,0.36656523,0.394456,0.4115709,0.377857,0.35752034,0.36590043,0.39412183,ang
1805,0.35552585,0.37626654,0.35984042,0.35734832,0.33779067,0.34124506,0.35940295,0.3306809,0.29822645,0.32266015,0.39134195,0.3837766,ang
1806,0.5198506,0.5164469,0.5329901,0.472264,0.4185276,0.4275332,0.38290548,0.36572203,0.38181958,0.4718058,0.5071135,0.5635519,ang
1807,0.49153614,0.4169518,0.41523778,0.43658423,0.42799878,0.4328352,0.41963574,0.36231217,0.34810746,0.39704198,0.43742225,0.471797,ang
1808,0.4390801,0.4000606,0.4145127,0.34492344,0.34327376,0.364812,0.39895284,0.4315734,0.45217147,0.4875041,0.53749156,0.49455127,ang
1809,0.54385793,0.44813,0.46624616,0.5055812,0.46830872,0.4183446,0.39289242,0.43176985,0.44849408,0.5729766,0.5548713,0.5374847,ang
1810,0.4081586,0.37061727,0.35426673,0.42106047,0.5552502,0.52932376,0.4307904,0.34656197,0.31401765,0.38722265,0.4419998,0.46363136,ang
1811,0.52533394,0.47355154,0.5105235,0.52132165,0.45300767,0.46473,0.49019223,0.46105212,0.48543516,0.58422476,0.5647864,0.5031603,ang
1812,0.5926378,0.58347905,0.59044176,0.51608866,0.4408078,0.44793886,0.4009086,0.38205197,0.50434226,0.647277,0.6372611,0.6630726,ang
1813,0.34373146,0.37021315,0.26978138,0.33514616,0.2967835,0.26306245,0.24736539,0.30089366,0.30300698,0.27311942,0.312892,0.31888902,ang
1814,0.3650862,0.37548098,0.3663119,0.29664686,0.28800017,0.29425612,0.29642433,0.35824305,0.48149076,0.44424817,0.36475194,0.35059434,ang
1815,0.36037847,0.37734628,0.31975886,0.32824853,0.32893312,0.3282421,0.29258358,0.26587135,0.28228283,0.30161777,0.3605503,0.3743327,ang
1816,0.6065838,0.64720696,0.5533302,0.5031584,0.5385492,0.4652018,0.44170234,0.41108608,0.43607372,0.5839605,0.5421446,0.5452329,ang
1817,0.26315895,0.2106343,0.29495153,0.41822803,0.5202734,0.4390744,0.4028766,0.4369771,0.37989885,0.2923412,0.3353843,0.302423,ang
1818,0.22805466,0.22096565,0.23219034,0.2913205,0.3801592,0.33607495,0.33097142,0.3369117,0.26184317,0.21865596,0.23356311,0.20951563,ang
1837,0.41820455,0.4166639,0.33248225,0.326143,0.329373,0.34857556,0.30761462,0.22691484,0.24587518,0.2671017,0.22865665,0.2988845,ang
1838,0.33672523,0.4248642,0.37702888,0.31308657,0.26414412,0.21119209,0.2229508,0.28303048,0.2776299,0.2976129,0.2727646,0.28900856,ang
1839,0.33542356,0.37874132,0.40765318,0.38912797,0.39601117,0.37746823,0.32369637,0.29434153,0.3265454,0.3827458,0.3229099,0.28325412,ang
1840,0.3444012,0.3525616,0.31982672,0.31274006,0.3600864,0.34325013,0.24223669,0.19326295,0.22329058,0.2422226,0.22995667,0.30558616,ang
1860,0.4023565,0.44054627,0.36162987,0.29187018,0.2821901,0.23830499,0.3048022,0.35556543,0.35210022,0.33694106,0.33678627,0.36453906,ang
