,LCP1,LCP2,LCP3,LCP4,LCP5,LCP6,LCP7,LCP8,LCP9,LCP10,LCP11,Label
1460,1.0,-4.769919,12.041612,-21.438177,29.472157,-32.329704,28.540718,-20.075573,10.856117,-4.09592,0.80886006,sad
1461,1.0,-0.8137779,-8.594742,32.899105,-67.2271,96.060196,-103.311356,84.87668,-51.907974,21.580404,-4.565746,sad
1462,1.0,-4.840207,12.425346,-22.53413,31.50542,-35.130024,31.596588,-22.667786,12.541748,-4.907091,1.0194743,sad
1463,1.0,-5.2508287,14.0086355,-25.233927,34.10269,-36.15267,30.310623,-19.646013,9.277288,-2.8237572,0.41262305,sad
1464,1.0,-4.857823,12.316045,-21.807705,29.804234,-32.53461,28.575363,-20.011753,10.753725,-3.9942167,0.7690255,sad
1465,1.0,-4.4981117,10.967941,-19.243252,26.260117,-28.689981,25.32646,-17.879356,9.784596,-3.8022437,0.7877561,sad
1466,1.0,-5.211735,14.014267,-25.837723,36.160362,-40.054436,35.512012,-24.878448,13.190384,-4.778162,0.89189196,sad
1467,1.0,-4.952329,12.904904,-23.409039,32.534588,-35.958694,31.89524,-22.469412,12.098154,-4.515721,0.88405704,sad
1468,1.0,-4.2203593,9.781192,-16.487139,21.826113,-23.38411,20.426062,-14.396402,7.911128,-3.1051862,0.66369903,sad
1469,1.0,-5.1092668,13.667793,-25.35085,35.892998,-40.185425,35.874893,-25.324818,13.645773,-5.097239,0.996714,sad
1470,1.0,-3.081166,2.2233315,6.2319126,-21.672403,37.21623,-44.48157,39.535477,-25.668476,11.033271,-2.3377051,sad
1478,1.0,-5.452882,15.201884,-28.713566,40.690773,-45.12339,39.596508,-27.136833,13.8862095,-4.7752237,0.83208936,ang
1487,1.0,-25.737461,125.378044,-322.49603,556.16254,-709.8916,696.7797,-524.4195,289.10626,-104.1928,18.290852,ang
1490,1.0,-5.59691,15.910189,-30.488457,43.780716,-49.280563,44.0494,-30.878855,16.238838,-5.766996,1.0423217,ang
1494,1.0,-5.820857,16.954859,-32.91217,47.506958,-53.52121,47.750694,-33.267746,17.25283,-5.9723873,1.0366477,ang
1495,1.0,-5.614549,15.959759,-30.498672,43.50638,-48.40293,42.49491,-29.037863,14.7446165,-4.9917417,0.8444703,ang
1496,1.0,-19.347946,88.98102,-221.33553,373.3634,-471.31738,463.47412,-353.97043,200.167,-74.67384,13.65676,ang
1498,1.0,-4.1436467,9.576037,-16.185299,21.505154,-23.142206,20.340069,-14.476362,8.052736,-3.2354162,0.7268458,exc
1499,1.0,93.79558,-542.0724,1451.6833,-2488.1118,3073.2656,-2835.8828,1928.8693,-895.733,227.81807,-14.214168,exc
1500,1.0,-5.5076942,15.482527,-29.515253,42.360687,-47.80818,42.96674,-30.39927,16.237875,-5.910409,1.1026509,exc
1502,1.0,95.09337,-523.92834,1365.8341,-2298.223,2803.1443,-2574.5334,1753.0073,-818.7273,216.35269,-18.325315,exc
1503,1.0,-5.2205415,13.878174,-25.330835,35.219543,-38.743202,34.041565,-23.607754,12.378466,-4.385106,0.77356607,exc
1512,1.0,-4.922107,12.666876,-22.622389,30.752216,-32.96516,28.093882,-18.752207,9.355658,-3.1061172,0.50574136,exc
1514,1.0,-4.0177884,8.931468,-14.752764,19.380997,-20.660286,18.014336,-12.767601,7.130724,-2.8658407,0.6242673,exc
1515,1.0,-5.0153666,13.224682,-24.180813,33.773865,-37.491425,33.439445,-23.680552,12.79316,-4.7879696,0.94275486,exc
1526,1.0,-5.504768,15.523857,-29.680634,42.58745,-47.860527,42.64176,-29.759468,15.590145,-5.5395727,1.0088875,ang
1529,1.0,1733.7169,-8069.9775,18896.48,-29722.025,34656.71,-30792.008,20428.799,-9307.614,2315.6548,-120.58798,exc
1530,1.0,-5.1255913,13.775192,-25.656712,36.357506,-40.76765,36.620766,-26.043163,14.107713,-5.3094525,1.0502625,exc
1538,1.0,-4.53412,11.255003,-19.985739,27.426369,-30.070217,26.612503,-18.798655,10.2277355,-3.9475832,0.8296447,exc
1539,1.0,-4.5290217,10.934151,-18.799065,25.177448,-27.107513,23.62405,-16.49283,8.905361,-3.3747482,0.6741887,exc
1540,1.0,-4.658047,11.681683,-20.899897,28.828651,-31.721117,28.195074,-19.951462,10.860033,-4.173101,0.84736043,exc
1541,1.0,-4.9404783,12.853996,-23.454325,32.875362,-36.659016,32.8677,-23.44315,12.844243,-4.9348693,0.99838734,exc
1542,1.0,-4.8632293,12.569359,-22.836441,31.831385,-35.307163,31.526827,-22.388586,12.180901,-4.643592,0.9377228,exc
1543,1.0,-4.584845,11.214134,-19.58664,26.67412,-29.190521,25.864422,-18.391846,10.154394,-3.960233,0.81580764,exc
1544,1.0,-4.9424715,12.956956,-23.73171,33.36003,-37.3745,33.70382,-24.237411,13.399084,-5.190675,1.0682291,exc
1555,1.0,-4.5354548,10.981808,-18.701542,24.692486,-26.233984,22.608416,-15.573547,8.21644,-2.998889,0.5758441,ang
1556,1.0,-4.9157224,12.737521,-22.908134,31.458326,-34.30261,30.00092,-20.769714,10.902062,-3.9345589,0.745937,ang
1558,1.0,-4.374126,10.144065,-16.607702,21.236977,-22.09812,18.896673,-13.063801,6.952773,-2.564756,0.49969608,ang
1559,1.0,-4.1568866,9.320569,-14.991453,18.969685,-19.59866,16.691584,-11.519552,6.169781,-2.3449936,0.48569682,ang
1560,1.0,-4.992671,13.007983,-23.371664,31.909813,-34.470657,29.754484,-20.199524,10.286807,-3.5328653,0.6190443,ang
1561,1.0,-4.433933,10.684568,-18.391731,24.617073,-26.466396,23.062801,-16.098999,8.6838875,-3.310606,0.6799354,ang
1567,1.0,5147.246,-31721.113,87108.46,-147983.02,179291.11,-163656.6,109766.484,-48155.94,10288.146,-82.91822,sad
1569,1.0,20.197802,-125.10461,343.6596,-603.37335,765.258,-731.086,522.628,-263.15652,80.01568,-9.916833,sad
1570,1.0,-1.7247434,17.606953,-78.27968,186.11026,-299.9236,355.06238,-314.6694,205.22061,-90.947845,20.60012,sad
1571,1.0,-4.3322124,10.199108,-17.34832,23.020788,-24.565996,21.266916,-14.76363,7.9423227,-3.041238,0.62999237,sad
1575,1.0,-4.282686,9.84406,-16.174856,20.808407,-21.67925,18.494877,-12.760708,6.8541613,-2.6319103,0.55432606,ang
1576,1.0,-5.1756287,13.750536,-24.913862,34.25265,-37.426395,32.904907,-22.908192,11.996484,-4.230096,0.75898486,ang
1577,1.0,-3.0603936,2.8689814,3.3807678,-15.608639,28.54435,-35.11778,31.725159,-20.917688,9.235066,-2.0515456,ang
1578,1.0,26.672192,-230.51114,823.50256,-1730.4022,2433.4321,-2411.2703,1671.2402,-748.9327,171.80574,-5.9418507,sad
1579,1.0,-5.0257235,13.261392,-24.2886,34.057274,-37.99245,34.038593,-24.261305,13.2373705,-5.0120196,0.9961976,sad
1580,1.0,1035.6014,-4957.639,12200.061,-20417.307,25458.99,-24434.959,17950.338,-9670.851,3392.7273,-554.1501,sad
1581,1.0,-4.0729637,9.445497,-16.134377,21.539646,-23.249456,20.481823,-14.539598,8.040188,-3.2149935,0.7215111,sad
1582,1.0,-4.560885,11.102148,-19.118628,25.325867,-26.705114,22.627346,-15.200699,7.756369,-2.7377477,0.5162587,sad
1585,1.0,35.281326,-189.59848,485.52383,-819.1615,1020.8344,-980.06793,719.6106,-381.62125,127.04029,-18.583857,sad
1591,1.0,-4.5848966,11.159893,-19.242226,25.761162,-27.71389,24.143627,-16.84209,9.02891,-3.3657775,0.659676,sad
1594,1.0,-4.197236,9.75839,-16.528728,22.001682,-23.709875,20.835293,-14.786346,8.19404,-3.2463927,0.70223993,exc
1595,1.0,-4.078396,9.255822,-15.442566,20.310421,-21.642956,18.8303,-13.251939,7.2895365,-2.8880684,0.63165456,exc
1596,1.0,-5.467058,15.119659,-28.268326,39.754265,-44.055912,38.99173,-27.129726,14.13721,-4.9489326,0.87053716,exc
1626,1.0,-3.7292337,5.960902,-4.0854053,-3.1119537,12.735405,-19.507702,19.707487,-13.953069,6.4359303,-1.4529188,ang
1628,1.0,-5.2169423,13.882526,-25.079279,34.041946,-36.18389,30.366915,-19.716194,9.368869,-2.8811023,0.42018667,ang
1630,1.0,36.104183,-145.62807,281.13925,-354.58948,309.93204,-167.15968,10.627326,76.77034,-72.26338,25.02254,sad
1631,1.0,-4.3833795,10.391102,-17.65868,23.50055,-25.291622,22.134747,-15.59358,8.554449,-3.347797,0.71355236,sad
1634,1.0,138.9767,-744.2361,1904.2572,-3160.4414,3824.8936,-3514.1013,2407.42,-1137.2267,312.1766,-32.208225,sad
1635,1.0,-4.5436244,11.316411,-20.148548,27.677628,-30.418236,27.040226,-19.201492,10.498857,-4.07964,0.8652721,sad
1636,1.0,-3.9808671,9.033453,-15.232708,20.044275,-21.32219,18.628649,-13.128107,7.2121153,-2.916783,0.6730532,sad
1637,1.0,3187.3638,-48293.062,192280.62,-407708.5,563861.25,-544671.7,364610.47,-154279.31,30974.52,25.061007,sad
1638,1.0,-4.369135,10.145876,-16.877106,21.917763,-22.944946,19.545326,-13.360857,7.0522165,-2.6226778,0.517648,sad
1655,1.0,-4.434082,10.579584,-17.791462,23.03162,-23.749454,19.657528,-12.931432,6.4879146,-2.2524261,0.41703048,exc
1679,1.0,-4.2802334,9.90178,-16.477478,21.453285,-22.529793,19.258156,-13.226364,7.044307,-2.641018,0.52157706,exc
1689,1.0,-5.738777,27.953989,-89.0367,184.76912,-273.82303,305.4501,-258.5189,161.648,-67.74715,14.12266,exc
1704,1.0,-4.3904347,10.340005,-17.617542,23.503862,-25.19305,21.933367,-15.342696,8.329158,-3.212582,0.66127956,sad
1718,1.0,-5.067334,13.375407,-24.494837,34.26317,-37.990658,33.731335,-23.714834,12.698506,-4.685485,0.89271957,exc
1719,1.0,-4.3358235,10.233202,-17.511759,23.508856,-25.40943,22.234297,-15.656987,8.588998,-3.3344285,0.69015795,exc
1727,1.0,-6.1995826,19.28305,-39.668095,59.988293,-70.06058,64.297646,-45.874218,24.340527,-8.656217,1.5567223,exc
1744,1.0,-5.0887017,13.684335,-25.572758,36.367573,-40.90967,36.849434,-26.27025,14.2794,-5.408617,1.0838366,ang
1748,1.0,-4.345619,10.115431,-17.015656,22.482151,-24.022072,20.99165,-14.786161,8.12102,-3.173238,0.6494536,ang
1750,1.0,-7.417063,29.423695,-73.881226,129.93073,-171.8913,175.94644,-138.6771,81.74516,-32.852997,6.699481,ang
1755,1.0,-4.144772,9.488074,-15.79614,20.719381,-22.007133,18.991055,-13.267502,7.264615,-2.843485,0.61765385,ang
1756,1.0,-4.058284,8.981787,-14.39747,18.377745,-19.286283,16.792683,-11.986641,6.751425,-2.71985,0.60261256,ang
1757,1.0,-4.603824,11.236872,-19.343014,25.729322,-27.268476,23.180687,-15.621084,8.046785,-2.873379,0.5337527,ang
1758,1.0,-4.7765474,11.874095,-20.527151,27.333643,-29.098644,24.932583,-16.959352,8.772692,-3.1026258,0.5607052,ang
1759,1.0,-5.317172,14.55651,-27.159431,38.207153,-42.24017,37.118973,-25.585518,13.232977,-4.6299443,0.82818884,ang
1760,1.0,-5.5353913,15.424643,-28.865334,40.340717,-44.02888,37.950226,-25.3875,12.503338,-4.028603,0.6289077,ang
1761,1.0,-3.9233565,8.352683,-12.970949,16.121986,-16.52745,14.144352,-9.977218,5.5896196,-2.2704308,0.5030468,ang
1762,1.0,-4.240621,9.932394,-16.820843,22.204878,-23.561832,20.334684,-14.055636,7.5307226,-2.874356,0.5887834,ang
1763,1.0,-4.8294344,12.158705,-21.220984,28.39627,-30.317741,26.095024,-17.820919,9.2153635,-3.2511587,0.59013855,ang
1764,1.0,-5.3867826,14.740105,-27.318256,38.02963,-41.533623,36.042755,-24.500946,12.4713,-4.2858434,0.7469659,ang
1766,1.0,-5.0165987,13.023416,-23.180325,31.401604,-33.839035,29.351213,-20.176254,10.4624195,-3.6612656,0.6484317,ang
1767,1.0,-5.6596904,16.08511,-30.623539,43.575787,-48.631653,43.16816,-30.027344,15.580965,-5.397935,0.9344375,ang
1768,1.0,-4.726387,11.9678,-21.410202,29.511345,-32.46472,28.81735,-20.39968,11.105425,-4.268631,0.8830111,ang
1769,1.0,-3.3578582,2.929019,7.0273056,-27.696297,49.836536,-59.591766,50.841904,-30.671585,11.994742,-2.3124344,ang
1770,1.0,-3.8025177,7.965683,-12.279166,15.212869,-15.606573,13.35775,-9.409369,5.2792234,-2.1449196,0.47806683,ang
1771,1.0,-3.8112607,7.997972,-12.345913,15.31891,-15.727884,13.47337,-9.519766,5.3740377,-2.198482,0.49014592,ang
1772,1.0,-3.9707735,8.618046,-13.588133,17.102736,-17.765408,15.3115015,-10.82507,6.042264,-2.402077,0.5199421,ang
1773,1.0,-3.98392,8.586641,-13.3699875,16.469482,-16.606491,13.828545,-9.347994,4.9443893,-1.8504982,0.3676021,ang
1774,1.0,-3.7083657,7.693489,-11.8316,14.729041,-15.249172,13.216133,-9.495176,5.470914,-2.295235,0.54068476,ang
1797,1.0,-4.7361374,11.940229,-21.219673,29.132755,-32.004787,28.378794,-20.100502,10.966262,-4.199425,0.85505056,ang
1798,1.0,-4.465148,10.71521,-18.216324,24.064,-25.501131,21.813904,-14.922768,7.8512173,-2.8675842,0.5515622,ang
1799,1.0,-4.4718738,10.755877,-18.458466,24.776787,-26.809607,23.50557,-16.581573,9.100618,-3.5220428,0.72590435,ang
1800,1.0,-4.3167696,10.180285,-17.241577,22.826347,-24.446722,21.29936,-14.943356,8.154675,-3.1731963,0.6728776,ang
1801,1.0,-4.0860586,9.305704,-15.503767,20.252186,-21.43531,18.568495,-12.987669,7.078983,-2.7676857,0.5939022,ang
1802,1.0,-4.8202357,12.312936,-22.150723,30.769566,-34.12361,30.485588,-21.73146,11.948005,-4.6153316,0.94270945,ang
1803,1.0,-4.38007,10.285915,-17.311079,22.829266,-24.302212,21.014755,-14.616983,7.9228563,-3.037762,0.616093,ang
1804,1.0,-5.14141,13.828443,-25.677172,36.206863,-40.31315,35.840733,-25.144499,13.379463,-4.9036365,0.93789756,ang
1805,1.0,-2.0087712,-2.8619652,18.873861,-43.26943,64.96527,-72.20378,61.034607,-38.175076,16.030724,-3.3901167,ang
1806,1.0,-4.593699,11.117382,-18.84535,24.708652,-26.07115,22.349049,-15.331214,8.079456,-2.9915197,0.59921944,ang
1807,1.0,-4.139899,8.109591,-9.627897,6.426443,0.43725014,-7.202795,10.163359,-8.382826,4.23218,-1.0154225,ang
1808,1.0,-5.9045115,17.551044,-34.728783,50.913677,-58.071808,52.344032,-36.8157,19.282211,-6.766364,1.2021505,ang
1809,1.0,-4.3236923,10.26432,-17.637825,23.60614,-25.408493,22.214703,-15.586817,8.484431,-3.295268,0.69454455,ang
1810,1.0,-4.500563,10.936062,-19.03455,25.762112,-27.970467,24.566517,-17.288284,9.434613,-3.657505,0.76207876,ang
1811,1.0,57.495193,-326.71228,865.2997,-1475.4603,1823.434,-1699.4521,1179.4478,-568.245,161.44266,-17.953167,ang
1812,1.0,-4.7414274,11.793607,-20.56426,27.6931,-29.84325,25.946812,-17.976454,9.545145,-3.5149882,0.6758898,ang
1813,1.0,-4.1417885,9.337682,-15.184137,19.46024,-20.318502,17.39368,-12.041729,6.5060444,-2.507593,0.5319756,ang
1814,1.0,903.97925,-7936.306,25636.607,-48252.62,62754.63,-59742.453,41162.24,-18712.31,4209.992,-23.237314,ang
1815,1.0,-4.148762,9.271273,-14.878891,18.858765,-19.526854,16.593279,-11.427555,6.175411,-2.392531,0.5075016,ang
1816,1.0,-4.2347403,9.744991,-16.306614,21.45197,-22.763885,19.655323,-13.670924,7.4134197,-2.8622754,0.5927595,ang
1817,1.0,-4.886217,12.3243475,-21.428875,28.51175,-30.313183,26.047886,-17.776161,9.1663685,-3.2111676,0.57707256,ang
1818,1.0,-3.8079643,8.052025,-12.532185,15.673811,-16.214258,13.95302,-9.902629,5.6265063,-2.3273187,0.5368647,ang
1837,1.0,-4.9889736,13.094592,-23.759209,32.869827,-36.12049,31.895233,-22.333141,11.873119,-4.3234982,0.8175794,ang
1838,1.0,-4.5500865,11.036641,-18.888912,25.104712,-26.858604,23.324066,-16.245644,8.705339,-3.243752,0.63970536,ang
1839,1.0,-5.4360566,15.2034645,-28.851074,41.04478,-45.583138,39.93863,-27.269615,13.89913,-4.7670913,0.83083636,ang
1840,1.0,-52.734844,261.94388,-675.73615,1175.0394,-1516.6637,1506.2997,-1149.9965,649.3627,-244.79514,46.254314,ang
1860,1.0,-5.1397552,13.831505,-25.695295,36.219254,-40.2305,35.571125,-24.761444,13.053309,-4.733442,0.8954726,ang
1862,1.0,-4.5709844,11.186304,-19.354057,25.901978,-27.760458,24.010109,-16.54665,8.75271,-3.2299914,0.6301168,ang
1868,1.0,-4.1735287,9.552604,-16.075344,21.264961,-22.688457,19.74411,-13.8466625,7.5734043,-2.9745336,0.6326992,sad
1869,1.0,-4.665574,11.606548,-20.361042,27.594004,-29.954601,26.283783,-18.433979,9.924848,-3.7275302,0.7443026,sad
1870,1.0,581.74194,-3045.3372,7825.5923,-13091.48,15695.608,-13867.5205,8870.742,-3806.0583,891.0884,-52.19477,sad
1871,1.0,-4.2142186,9.716152,-16.175812,21.046558,-22.022955,18.727448,-12.785104,6.702175,-2.469209,0.49152356,sad
1872,1.0,97044.805,-461387.84,1091370.0,-1713386.2,1970982.5,-1705204.9,1079837.9,-452500.4,93255.93,665.3329,sad
1873,1.0,-4.2887588,10.104787,-17.10991,22.549364,-23.956348,20.647354,-14.286773,7.6291103,-2.8745377,0.59881663,sad
1874,1.0,3659.5466,-17951.477,43378.617,-69359.625,81059.29,-71015.31,45689.742,-19739.867,4446.466,-147.3829,sad
1875,1.0,9.594897,-67.35034,195.36005,-362.48523,488.28485,-498.9739,388.14053,-222.11182,84.58124,-16.053242,sad
1876,1.0,-4.9798336,13.046912,-23.650915,32.700386,-35.893986,31.579618,-22.006065,11.631893,-4.2138834,0.7986187,sad
1877,1.0,-4.3386517,10.326238,-17.820395,24.016617,-26.05817,22.981829,-16.300423,8.965822,-3.5026762,0.74082154,sad
1878,1.0,3395.0688,-15484.016,36165.973,-57006.32,66349.67,-58551.617,38358.344,-17234.295,4220.953,-177.33347,sad
1879,1.0,-4.7221293,11.412471,-18.959005,23.809532,-23.27093,17.650587,-10.018835,3.8003159,-0.6636449,-0.036380596,sad
1880,1.0,-5.3096547,14.575823,-27.447407,39.080677,-43.79342,39.076164,-27.440847,14.570271,-5.3066697,0.999213,sad
1881,1.0,-5.2443814,14.063457,-25.717463,35.73471,-39.46351,35.061905,-24.70769,13.1677,-4.749021,0.8675473,sad
1889,1.0,-4.9098706,12.645165,-22.6716,30.885765,-33.070663,28.047447,-18.566044,9.168793,-2.9955938,0.46873096,sad
1894,1.0,-4.4841256,10.612334,-17.866327,23.450394,-24.80066,21.314505,-14.694063,7.812084,-2.9131837,0.57181627,sad
1895,1.0,-4.53506,11.03735,-18.986986,25.366907,-27.255165,23.766918,-16.605116,8.900591,-3.30852,0.6560263,exc
1896,1.0,-4.208072,9.735692,-16.178051,21.058584,-22.1415,18.968945,-13.074383,6.923751,-2.530467,0.4933637,exc
1899,1.0,-4.468886,10.896366,-18.756119,24.985737,-26.747374,23.20776,-16.125977,8.616947,-3.2305245,0.6634268,exc
1904,1.0,-3.437809,4.929368,-1.8777313,-6.9309998,18.001999,-24.94606,23.739227,-16.053164,7.2191606,-1.6460423,exc
1906,1.0,-4.4502373,10.710069,-18.258652,24.16972,-25.79978,22.364033,-15.568884,8.337335,-3.109271,0.62552226,exc
1907,1.0,-4.349133,10.20205,-16.977507,22.183151,-23.688011,20.799545,-14.813421,8.179938,-3.1509166,0.64983547,exc
1908,1.0,-4.8439183,12.3642645,-21.96614,29.909332,-32.409283,28.204569,-19.465378,10.218206,-3.6900842,0.6956528,exc
1909,1.0,-4.329604,10.145628,-16.997671,22.36826,-23.85937,20.733828,-14.568779,7.9701753,-3.0727627,0.64049315,exc
1916,1.0,-31.508768,151.22905,-383.69128,659.03705,-842.73206,831.00024,-630.6243,353.70108,-131.80234,24.358679,exc
1919,1.0,-5.4395633,15.11665,-28.516006,40.433365,-44.917255,39.537247,-27.216616,14.020782,-4.85727,0.84614056,exc
1923,1.0,1.1590114,-20.912706,69.597015,-136.79822,190.57814,-199.86739,159.20236,-93.1342,36.2265,-7.0651555,exc
1931,1.0,-4.4978333,10.850748,-18.584312,24.71016,-26.347134,22.693893,-15.61534,8.2651825,-3.044334,0.58715135,exc
1938,1.0,-4.7593184,12.093237,-21.578583,29.555634,-32.15716,28.042011,-19.38243,10.23143,-3.7539163,0.7266146,exc
1950,1.0,-5.4027996,14.980226,-28.36539,40.570305,-45.61338,40.763725,-28.645279,15.21686,-5.529839,1.0337664,exc
1951,1.0,-4.6562366,11.506229,-20.141142,27.395088,-29.85102,26.23145,-18.448162,10.028267,-3.8080208,0.7549048,exc
1962,1.0,-4.424722,10.395571,-17.602657,23.449522,-25.27377,22.246367,-15.810412,8.751956,-3.435697,0.7125485,sad
1969,1.0,698.20483,-3540.3418,8750.965,-14167.273,16725.078,-14870.28,9741.387,-4302.672,1025.4955,-58.424934,sad
1998,1.0,-4.9040284,12.667118,-22.73892,31.187603,-33.938183,29.606665,-20.421925,10.672143,-3.815945,0.70459664,ang
2002,1.0,-4.766408,11.89871,-20.60543,27.383158,-29.09321,24.950504,-17.02358,8.826358,-3.135431,0.5814487,ang
2011,1.0,-5.4285135,15.176149,-28.872513,41.45144,-46.849472,42.16127,-29.897842,16.041573,-5.8942213,1.1261917,ang
2037,1.0,-4.6031265,11.324284,-19.693897,26.569555,-28.785332,25.223122,-17.708563,9.5727005,-3.614614,0.7294627,sad
2038,1.0,-16.421677,70.82775,-169.79773,280.90836,-349.71442,337.62433,-251.59288,138.70448,-50.509155,8.951549,sad
2039,1.0,-2.9089732,3.9506083,-3.0785942,0.6204927,1.8347735,-2.6703117,1.6666739,0.02440238,-0.9574007,0.55345356,sad
2040,1.0,-4.1810975,9.554346,-15.95735,21.00232,-22.30075,19.268433,-13.482971,7.366501,-2.8799286,0.6215939,sad
2041,1.0,-4.2504525,10.025036,-17.134846,22.871271,-24.63581,21.588665,-15.2275,8.32778,-3.2543967,0.70984983,sad
2042,1.0,-4.567685,11.040987,-19.06809,25.733397,-27.868654,24.390812,-17.128674,9.314404,-3.5544343,0.7156369,sad
2043,1.0,-5.1679525,14.466136,-28.096912,41.36182,-48.14377,44.893715,-33.24002,18.880922,-7.5640903,1.6254203,sad
2044,1.0,12.50968,-73.70326,191.36487,-328.1817,420.7652,-419.74667,326.07138,-189.62929,72.97884,-13.373434,sad
2045,1.0,66.27121,-363.1946,945.8685,-1595.4595,1959.0887,-1823.0629,1268.9121,-611.8953,165.35344,-12.331382,sad
2046,1.0,-4.8089943,12.334664,-22.10142,30.294937,-33.066177,29.05428,-20.2961,10.817428,-4.025385,0.8072095,sad
2047,1.0,-4.3639293,10.379921,-17.867407,23.968689,-25.83631,22.633614,-15.914986,8.662737,-3.3666937,0.7142202,sad
2048,1.0,-4.9156084,12.8572035,-23.581642,33.27202,-37.388893,33.742744,-24.263763,13.440142,-5.229515,1.080826,sad
2049,1.0,-5.1711364,14.320796,-27.61568,40.67929,-47.53093,44.49866,-33.19129,19.099003,-7.700673,1.6268893,sad
2050,1.0,-4.8339357,12.650581,-23.38385,33.2203,-37.633633,34.37199,-25.04753,14.081804,-5.62414,1.2115712,sad
2051,1.0,-4.0253477,8.958666,-14.7275715,19.242567,-20.52304,17.949825,-12.777023,7.1444163,-2.8671684,0.6323735,sad
2073,1.0,-4.38626,10.352165,-17.239302,22.337915,-23.443472,20.107735,-13.929734,7.4299912,-2.7488706,0.5489607,exc
2074,1.0,-4.5904727,11.091821,-18.689804,24.347786,-25.616787,21.988213,-15.099934,7.8789864,-2.8035164,0.5158233,exc
2075,1.0,-5.608279,16.058748,-30.953773,44.358315,-49.188255,42.647522,-28.553604,14.133755,-4.653514,0.7671243,exc
2076,1.0,-4.2113323,9.59402,-15.791922,20.500128,-21.560965,18.469372,-12.762905,6.8943405,-2.6320076,0.5331528,exc
2077,1.0,-4.8421597,12.255576,-21.457943,28.817501,-30.957798,26.893326,-18.587187,9.754837,-3.5087729,0.65715027,exc
2078,1.0,-4.51711,10.874363,-18.421703,24.127033,-25.372452,21.611261,-14.6626005,7.5747185,-2.6986656,0.50782436,exc
2079,1.0,-5.5498714,15.684753,-29.875519,42.57228,-47.481045,41.991215,-29.026503,14.970359,-5.182616,0.9086426,exc
2080,1.0,-4.4304256,9.983289,-15.17713,16.95221,-14.014965,7.976782,-2.134081,-1.0198517,1.3269339,-0.4614872,exc
2081,1.0,-5.384173,14.790112,-27.615286,38.919033,-43.21814,38.259857,-26.657166,13.980225,-4.9547887,0.88830304,exc
2082,1.0,-5.847164,17.264072,-34.044174,49.81305,-56.611916,50.649734,-35.241055,18.239882,-6.3310733,1.1145631,exc
2083,1.0,-5.7754226,16.965038,-33.407017,48.6863,-54.70124,47.919464,-32.340164,16.12558,-5.371139,0.9047273,exc
2084,1.0,-4.960576,12.913919,-23.287964,32.01148,-34.854286,30.348349,-20.874325,10.857531,-3.8483076,0.7054534,exc
2085,1.0,-4.964039,12.955651,-23.443417,32.336426,-35.37393,31.013638,-21.504229,11.296563,-4.069022,0.76259154,exc
2086,1.0,-5.572184,15.642519,-29.574684,42.06064,-47.134766,42.161232,-29.722153,15.769022,-5.639748,1.0175685,exc
2087,1.0,-4.688169,11.664033,-20.311394,27.188229,-29.04036,24.978449,-17.062393,8.864552,-3.1659985,0.590029,exc
2088,1.0,-4.907143,12.5033245,-21.893396,29.092772,-30.559517,25.683266,-17.106659,8.67435,-3.027377,0.5515176,exc
2089,1.0,-5.486183,15.482908,-29.649273,42.612133,-47.95012,42.75058,-29.849173,15.649425,-5.5722027,1.0216779,exc
2090,1.0,3.893681,-34.15829,102.328964,-191.644,259.66306,-268.1887,212.37048,-124.396255,48.76012,-9.64378,exc
2091,1.0,-27.93465,134.75113,-349.3049,612.9875,-791.696,774.3926,-572.3855,308.71548,-110.13346,19.5405,exc
2092,1.0,-4.706339,11.64811,-20.112595,26.719864,-28.385172,24.328537,-16.61782,8.666802,-3.1094675,0.58030814,exc
2093,1.0,-5.275359,14.369248,-26.845177,38.015324,-42.429382,37.713867,-26.408882,14.000387,-5.079717,0.9487053,exc
2094,1.0,-23.883076,109.0381,-271.27686,463.33844,-592.17316,583.60724,-442.66208,249.40108,-94.5406,18.139444,exc
2095,1.0,-5.163601,13.736354,-24.935108,34.14069,-36.77844,31.585165,-21.36499,10.914523,-3.8105986,0.68720126,exc
2096,1.0,-4.447541,10.635216,-18.104862,24.035906,-25.727161,22.314396,-15.569525,8.412268,-3.1808817,0.6431798,exc
2097,1.0,-4.785906,12.0893545,-21.327911,28.917364,-31.278625,27.216057,-18.81398,9.900168,-3.573728,0.6686531,exc
2098,1.0,-4.969431,12.891171,-23.094978,31.624187,-34.468662,30.23434,-21.057198,11.140881,-4.0308056,0.7536393,exc
2099,1.0,-4.6311874,11.387754,-19.575556,25.923227,-27.60101,23.888744,-16.586376,8.825788,-3.2418594,0.6256316,exc
2100,1.0,-4.9236236,12.769471,-22.904625,31.272488,-33.852436,29.3437,-20.078644,10.359767,-3.6417894,0.6687777,exc
2101,1.0,-4.8015895,12.107036,-21.383121,28.981846,-31.175661,26.884274,-18.34379,9.521085,-3.4379568,0.6594893,exc
2102,1.0,-4.867766,12.481129,-22.27451,30.41843,-32.932076,28.544165,-19.599766,10.254683,-3.7183387,0.71279263,exc
2103,1.0,-4.5634685,11.080997,-19.038107,25.404491,-27.271912,23.771933,-16.620058,8.9658575,-3.3855405,0.6752956,exc
2104,1.0,-4.6534047,11.494725,-19.922432,26.610443,-28.46333,24.614235,-16.980608,8.955652,-3.2737231,0.6323918,exc
